"AccSpeciesID"	"AccSpeciesName"	"ObsNum"	"ObsGRNum"	"MeasNum"	"MeasGRNum"	"TraitNum"
676	"Acaena anserinifolia"	145	5	162	16	28
677	"Acaena antarctica"	5		5		4
678	"Acaena argentea"	9		13		3
679	"Acaena caesiiglauca"	1		1		1
680	"Acaena confertissima"	2		2		1
681	"Acaena echinata"	22		25		7
682	"Acaena integerrima"	2		2		1
683	"Acaena leptacantha"	2		2		1
684	"Acaena lucida"	8		8		2
685	"Acaena macrocephala"	2		2		1
686	"Acaena magellanica"	17		52		16
687	"Acaena multifida"	2		2		1
688	"Acaena novae-zelandiae"	126		163		66
689	"Acaena ovalifolia"	13	3	25	11	13
690	"Acaena ovina"	18		18		7
691	"Acaena pinnatifida"	15	6	30	21	11
692	"Acaena platyacantha"	2		2		1
693	"Acaena pseudopoeppigiana"	2		2		1
694	"Acaena rahuensis"	2		2		1
695	"Acaena sericea"	2		2		1
696	"Acaena skottsbergii"	2		2		1
697	"Acaena sp"	9	3	16	10	9
698	"Acaena splendens"	9	7	63	61	29
699	"Acaena subnitens"	2		2		1
700	"Acaena tehuelcha"	2		2		1
701	"Acaena tenera"	11		33		15
702	"Acaena trifida"	6		6		2
703	"Acalypha acrogyna"	10		10		4
704	"Acalypha allenii"	10		10		4
705	"Acalypha ambigua"	7		7		4
706	"Acalypha arvensis"	4		4		3
707	"Acalypha australis"	12		84		29
708	"Acalypha bipartita"	6		6		5
709	"Acalypha brachystachya"	3		3		2
710	"Acalypha caperonioides"	7		7		4
711	"Acalypha caturus"	15		15		8
712	"Acalypha chirindica"	13		13		6
713	"Acalypha ciliata"	15		15		7
714	"Acalypha cincta"	6		6		1
715	"Acalypha claoxyloides"	1		1		1
716	"Acalypha clutioides"	8		8		4
717	"Acalypha communis"	10	5	69	63	37
718	"Acalypha compacta"	1		28		28
719	"Acalypha crenata"	2		2		1
720	"Acalypha dikuluwensis"	4		4		2
721	"Acalypha diversifolia"	41	24	345	328	27
722	"Acalypha filipes"	6		6		1
723	"Acalypha fimbriata"	3		3		3
724	"Acalypha fruticosa"	13		13		8
725	"Acalypha fuscescens"	7		7		4
726	"Acalypha glabrata"	14		14		4
727	"Acalypha grandis"	3		29		29
728	"Acalypha hamiltoniana"	1		23		23
729	"Acalypha hispida"	13	4	78	11	38
730	"Acalypha indica"	17		17		8
731	"Acalypha lanceolata"	10		10		4
732	"Acalypha langiana"	6		6		1
733	"Acalypha macrostachya"	54	34	546	525	29
734	"Acalypha mapirensis"	13		14		6
735	"Acalypha nemorum"	7		8		5
736	"Acalypha neptunica"	5		5		3
737	"Acalypha nyasica"	7		7		4
738	"Acalypha ornata"	19		19		7
739	"Acalypha paucifolia"	1		1		1
740	"Acalypha polymorpha"	7		7		4
741	"Acalypha psilostachya"	12		12		4
742	"Acalypha pubiflora"	6		6		4
743	"Acalypha racemosa"	8		8		4
744	"Acalypha segetalis"	4		4		2
745	"Acalypha skutchii"	35	3	92	47	29
746	"Acalypha sonderiana"	1		1		1
747	"Acalypha sp"	44	24	117	80	32
748	"Acalypha stachyura"	4		4		3
749	"Acalypha villicaulis"	8		8		4
750	"Acalypha virginica"	34	15	187	82	59
751	"Acalypha welwitschiana"	8		8		4
752	"Acalypha wilkesiana"	14	1	147	4	34
753	"Acampe pachyglossa"	6		6		4
754	"Acampe papillosa"	3		3		3
755	"Acamptopappus shockleyi"	11		18		8
756	"Acamptopappus sphaerocephalus"	30	11	77	58	13
757	"Acanthephippium sylhetense"	5		5		3
758	"Acanthocereus occidentalis"	2		2		1
759	"Acanthochiton wrightii"	1		1		1
760	"Acantholimon diapensioides"	10	1	30	11	17
761	"Acantholippia seriphioides"	15	2	24	11	13
762	"Acantholippia trifida"	15	1	23	5	9
763	"Acanthonychia ramosissima"	2		2		1
764	"Acanthopanax divaricatus"	1		19		19
765	"Acanthopanax sciadophylloides"	24		399		37
766	"Acanthopanax senticosus"	33	12	167	104	70
767	"Acanthopanax sessiliflorum"	7		28		13
768	"Acanthopanax sessiliflorus"	5	2	185	182	61
769	"Acanthopanax sieboldianus"	1		26		26
770	"Acanthopanax spinosus"	3		64		23
771	"Acanthopsis disperma"	14		19		8
772	"Acanthosicyos horrida"	1		1		1
773	"Acanthosicyos naudinianus"	9		21		6
774	"Acanthospermum australe"	10		14		5
775	"Acanthospermum hispidum"	9	1	18	6	9
776	"Acanthospermum sp"	3	3	10	10	8
777	"Acanthosyris annonagustata"	14	2	23	11	11
778	"Acanthosyris falcata"	9		9		6
779	"Acanthosyris glabrata"	3		3		3
780	"Acanthus hirsutus"	9		17		3
781	"Acanthus ilicifolius"	22	6	41	20	16
782	"Acanthus latifolius"	5		1		1
783	"Acanthus mollis"	12		19		5
784	"Acanthus sp"	3	3	10	10	8
785	"Acanthus spinosus"	6		5		5
786	"Acanthus syriacus"	14		26		5
787	"Acca sellowiana"	11		11		4
788	"Acer acuminatum"	10	1	16	7	10
789	"Acer albo-purpurascens"	7		7		2
790	"Acer amoenum"	9		26		19
791	"Acer argutum"	13		21		7
792	"Acer barbatum"	43	25	247	127	60
793	"Acer barbinerve"	20	2	59	25	20
794	"Acer buergerianum"	47	6	249	176	61
795	"Acer caesium"	11		15		7
796	"Acer campbellii"	14		16		9
797	"Acer campestre"	882	81	2091	449	238
798	"Acer capillipes"	12	1	41	7	20
799	"Acer cappadocicum"	29	1	66	7	29
800	"Acer carpinifolium"	19	1	55	7	40
801	"Acer catalpifolium"	3		3		3
802	"Acer caudatum"	28		70		21
803	"Acer circinatum"	47	6	172	18	63
804	"Acer circinnatum"	5	4	12	11	9
805	"Acer cissifolium"	15	1	29	7	13
806	"Acer crataegifolium"	13	1	40	7	33
807	"Acer cultratum"	2		2		2
808	"Acer dasycarpum"	6		6		1
809	"Acer davidii"	40	2	83	10	26
810	"Acer decandrum"	7		7		3
811	"Acer diabolicum"	12	1	18	7	11
812	"Acer distylum"	13		38		32
813	"Acer erianthum"	6		6		5
814	"Acer floridanum"	2	1	19	9	14
815	"Acer fraxinifolium"	7		7		1
816	"Acer garrettii"	8		8		6
817	"Acer ginnala"	70	12	409	218	117
818	"Acer glabrum"	63	5	312	36	82
819	"Acer granatense"	17		24		18
820	"Acer grandidentatum"	90	15	340	151	79
821	"Acer griseum"	29	1	66	7	27
822	"Acer grosseri"	14	2	55	13	24
823	"Acer heldreichii"	12	1	58	40	28
824	"Acer hermoneum"					
825	"Acer hyrcanum"	13	1	69	42	31
826	"Acer japonicum"	40	7	182	19	58
827	"Acer kawakamii"	5		1		1
828	"Acer laevigatum"	15		15		8
829	"Acer laurinum"	7	1	12	6	9
830	"Acer leucoderme"	11	2	41	14	17
831	"Acer lobelii"	15	1	40	7	19
832	"Acer lucidum"	10	2	17	9	9
833	"Acer macrophyllum"	77	7	231	35	78
834	"Acer mandshuricum"	32	2	198	141	58
835	"Acer maximowiczianum"	9		9		4
836	"Acer micranthum"	17	6	23	12	16
837	"Acer miyabei"	14	1	43	7	35
838	"Acer mono"	97	30	784	603	118
839	"Acer monspessulanum"	209	37	544	241	132
840	"Acer morrisonense"	5		1		1
841	"Acer negundo"	375	110	1337	777	195
842	"Acer nigrum"	23	2	144	25	70
843	"Acer nikoense"	13	1	19	7	12
844	"Acer niveum"	11	3	18	10	10
845	"Acer oblongum"	12	1	22	4	21
846	"Acer obtusatum"	29	24	185	164	35
847	"Acer obtusifolium"	10	1	54	39	28
848	"Acer opalus"	148	17	353	126	111
849	"Acer palmatum"	145	25	719	208	82
850	"Acer pectinatum"	15		13		8
851	"Acer pennsylvanicum"	12	6	53	28	17
852	"Acer pensylvanicum"	850	782	13524	13287	94
853	"Acer pictum"	23		45		17
854	"Acer platanoides"	683	110	1772	665	264
855	"Acer pseudoplatanus"	1739	128	5323	719	278
856	"Acer pseudo-platanus"	4	4	11	11	8
857	"Acer pseudosieboldianum"	13	4	25	16	13
858	"Acer pseudo-sieboldianum"	4	1	18	7	14
859	"Acer rubrum"	779	407	4753	2703	186
860	"Acer rufinerve"	27	2	320	10	48
861	"Acer saccharinum"	127	19	423	86	114
862	"Acer saccharophorum"	5		16		8
863	"Acer saccharum"	1800	1345	22124	19681	233
864	"Acer sempervirens"	4	1	52	39	28
865	"Acer serrulatum"	5		1		1
866	"Acer sieboldianum"	20	1	169	7	42
867	"Acer sinense"	14	2	20	8	10
868	"Acer sp"	61	35	180	100	55
869	"Acer spicatum"	59	14	231	53	77
870	"Acer stachyophyllum"	4		6		6
871	"Acer sterculiaceum"	11		13		8
872	"Acer stevenii"	2		9		7
873	"Acer tataricum"	47	5	147	55	60
874	"Acer tegmentosum"	34	6	239	163	63
875	"Acer trautvetteri"	17	2	56	33	35
876	"Acer triflorum"	17		21		12
877	"Acer truncatum"	34	1	74	4	25
878	"Acer tschonoskii"	17		17		5
879	"Acer ukurunduense"	15	3	43	15	19
880	"Acer velutinum"	9		15		8
881	"Aceras anthropophorum"	340	20	446	20	113
882	"Aceratium concinnum"	5		5		4
883	"Aceratium doggrellii"	3		3		3
884	"Aceratium megalospermum"	5		5		4
885	"Aceratium sericeum"	3		3		3
886	"Aceratium sericoleopsis"	7		7		1
887	"Aceratium sp"					
888	"Achatocarpus praecox"	7		7		5
889	"Achillea aegyptiaca"	9		17		3
890	"Achillea ageratum"	19		14		13
891	"Achillea alpina"	2		2		2
892	"Achillea asiatica"	2		2		2
893	"Achillea atrata"	116	1	297	23	92
894	"Achillea biebersteinii"	10		14		3
895	"Achillea cartilaginea"	89	25	148	25	31
896	"Achillea clavenae"	23	1	77	24	43
897	"Achillea clavennae"	88		201		66
898	"Achillea clusiana"	20		45		31
899	"Achillea clypeolata"	8		12		3
900	"Achillea coarctata"	8		7		5
901	"Achillea collina"	142	1	232	2	70
902	"Achillea crithmifolia"	38		98		50
903	"Achillea distans"	17		25		11
904	"Achillea erba-rotta"	31	1	114	31	48
905	"Achillea falcata"	8		12		3
906	"Achillea filipendulina"	22	2	71	37	35
907	"Achillea lanulosa"	19	15	134	130	35
908	"Achillea macrophylla"	152	35	306	93	99
909	"Achillea millefolium"	1858	233	4969	1500	293
910	"Achillea moschata"	39	8	109	42	43
911	"Achillea nana"	17	1	119	29	60
912	"Achillea nobilis"	132	1	328	4	83
913	"Achillea odorata"	11		14		3
914	"Achillea pannonica"	181	51	392	79	97
915	"Achillea pratensis"	33		40		30
916	"Achillea ptarmica"	649	7	1547	39	168
917	"Achillea ptarmicoides"	3	1	22	20	19
918	"Achillea roseo-alba"	94	13	194	72	58
919	"Achillea salicifolia"	75	1	134	3	67
920	"Achillea santolina"	15		27		4
921	"Achillea setacea"	117	6	232	23	79
922	"Achillea sibirica"	9		9		2
923	"Achillea sp"	4	4	12	12	9
924	"Achillea stricta"	5		9		5
925	"Achillea wilhelmsii"	10		14		3
926	"Achimenes longiflora"	6		6		1
927	"Achlaena piptostachya"	2		2		2
928	"Achlys triphylla"	6		6		3
929	"Achnatherum breviaristatum"	1		1		1
930	"Achnatherum calamagrostis"	67	13	224	72	64
931	"Achnatherum chingii"	2		2		2
932	"Achnatherum extremiorientale"	2		2		2
933	"Achnatherum hookeri"	19	12	55	48	8
934	"Achnatherum hymenoides"	21	17	211	119	55
935	"Achnatherum inebrians"	9		44		19
936	"Achnatherum pekinense"	2		2		2
937	"Achnatherum purpurascens"	2		2		2
938	"Achnatherum sibiricum"	10	3	180	164	45
939	"Achnatherum splendens"	102	74	503	430	46
940	"Achyrachaena mollis"	7		7		1
941	"Achyranthes aspera"	79	9	162	54	39
942	"Achyranthes bidentata"	13	9	37	33	12
943	"Achyranthes japonica"	6	1	12	7	6
944	"Achyranthes patula"	5		5		1
945	"Achyranthes splendens"	3		1		1
946	"Achyrocline satureioides"	5	4	37	36	24
947	"Achyropsis gracilis"	5		5		3
948	"Achyropsis laniceps"	11		11		4
949	"Achyropsis leptostachya"	10		10		5
950	"Achyrospermum schimperi"	9		13		3
951	"Aciachne acicularis"	1		1		1
952	"Aciachne flagellifera"	1		1		1
953	"Aciachne pulvinata"	1		1		1
954	"Acianthus caudatus"	13	1	15	3	8
955	"Acianthus exsertus"	22		18		8
956	"Acianthus fornicatus"	9		11		4
957	"Acianthus pusillus"	11		9		4
958	"Acianthus sp"	3		3		3
959	"Acicarpha tribuloides"	14	2	42	30	24
960	"Acidocroton lobulatus"	1		1		1
961	"Acidosasa breviclavata"	1		1		1
962	"Acidosasa brilletii"	1		1		1
963	"Acidosasa chinensis"	2		2		2
964	"Acidosasa chinouensis"	1		1		1
965	"Acidosasa edulis"	2		2		2
966	"Acidosasa guangxiensis"	1		1		1
967	"Acidosasa lingchuanensis"	1		1		1
968	"Acidosasa nanunica"	2		2		2
969	"Acidosasa notata"	2		2		2
970	"Acidosasa purpurea"	1		1		1
971	"Acidosasa venusta"	2		2		2
972	"Acinos alpinus"	136	23	454	168	108
973	"Acinos arvensis"	265	53	579	77	102
974	"Acioa barteri"	9	1	14	2	13
975	"Acioa edulis"	2		2		2
976	"Acioa guianensis"	3		3		3
977	"Acioa sp"	1		1		1
978	"Aciotis sp"	3	3	10	10	8
979	"Aciphylla aurea"	18	9	48	35	21
980	"Aciphylla glacialis"	12		16		7
981	"Aciphylla sp"	3		3		2
982	"Aciphylla subflabellata"	6		6		2
983	"Acmanthera latifolia"	3		3		3
984	"Acmella bellidioides"	2	2	8	8	6
985	"Acmena acuminatissima"	16	3	154	141	43
986	"Acmena brachyandra"	7		7		1
987	"Acmena divaricata"	9		9		3
988	"Acmena graveolens"	20		21		8
989	"Acmena hemilampra"	16		16		8
990	"Acmena ingens"	16		16		9
991	"Acmena mackinnoniana"	9		9		3
992	"Acmena macrocarpa"	2		2		2
993	"Acmena resa"	10		10		4
994	"Acmena smithii"	74	3	125	31	26
995	"Acmena sp"	6	6	20	20	8
996	"Acmenosperma claviflorum"	10		10		4
997	"Acmispon americanus"	13		25		4
998	"Acmispon brachycarpus"	7		7		1
999	"Acmispon denticulatus"	7		7		1
1000	"Acmispon maritimus"	10		14		2
1001	"Acmispon parviflorus"	5		5		2
1002	"Acmispon wrangelianus"	10		10		1
1003	"Acmopyle sp"	1		1		1
1004	"Acnistus arborescens"	6		7		1
1005	"Acnistus australis"					
1006	"Acnistus sp"	1		1		1
1007	"Acoelorrhaphe wrightii"	8		12		5
1008	"Acokanthera laevigata"	8		8		4
1009	"Acokanthera oblongifolia"	17	1	61	25	26
1010	"Acokanthera oppositifolia"	18		18		8
1011	"Acokanthera rotundata"	16		16		7
1012	"Acokanthera schimperi"	10		10		3
1013	"Acokanthera spectabilis"	7		7		1
1014	"Acomastylis rossii"	15	5	57	44	19
1015	"Aconitum alboviolaceum"	2		2		2
1016	"Aconitum altaicum"	1		4		4
1017	"Aconitum austriacum"	19		21		18
1018	"Aconitum cammarum"	7		7		5
1019	"Aconitum chinense"	3		3		2
1020	"Aconitum columbianum"	9		93		46
1021	"Aconitum czekanovskyi"	3	3	9	9	7
1022	"Aconitum degenii"	69		99		48
1023	"Aconitum firmum"	4		4		2
1024	"Aconitum gymnandrum"	7		24		13
1025	"Aconitum hebegynum"	18		20		17
1026	"Aconitum kusnezoffii"	2		2		2
1027	"Aconitum lycoctonum"	177	54	269	78	83
1028	"Aconitum napellus"	402	51	607	69	124
1029	"Aconitum paniculigerum"	2		2		2
1030	"Aconitum pilipes"	38		64		36
1031	"Aconitum plicatum"	30		47		33
1032	"Aconitum senanense"	1		26		26
1033	"Aconitum septentrionale"	26	13	161	49	26
1034	"Aconitum sinomontanum"	2		2		2
1035	"Aconitum talassicum"	3		3		2
1036	"Aconitum tauricum"	46		75		44
1037	"Aconitum variegatum"	119	1	349	17	90
1038	"Aconitum vulparia"	15		144		38
1039	"Aconitum yezoense"	1		24		24
1040	"Aconitum yuparense"	2		2		1
1041	"Aconogonon alpinum"	15	3	21	9	15
1042	"Aconogonon campanulatum"	7	1	20	13	11
1043	"Aconogonon pamiricum"	8	1	18	11	8
1044	"Aconogonon polystachyum"	30		50		31
1045	"Acorus calamus"	349	1	914	3	166
1046	"Acosmium cardenasii"	6	5	66	63	32
1047	"Acosmium dasycarpum"	37	19	149	131	15
1048	"Acosmium nitens"	16		17		6
1049	"Acosmium panamense"	3		3		3
1050	"Acosmium praeclarum"	3		3		3
1051	"Acostia gracilis"	1		1		1
1052	"Acourtia alamanii"	8		12		3
1053	"Acourtia thurberi"	8		12		3
1054	"Acrachne henrardiana"	1		1		1
1055	"Acrachne perrieri"	1		1		1
1056	"Acrachne racemosa"	23		23		8
1057	"Acrachne verticillata"	2		2		2
1058	"Acradenia euodiiformis"	15		16		10
1059	"Acradenia frankliniae"	3		3		3
1060	"Acridocarpus chloropterus"	10		10		4
1061	"Acridocarpus excelsus"	8		16		3
1062	"Acridocarpus katangensis"	9		9		4
1063	"Acridocarpus natalitius"	19		19		8
1064	"Acridocarpus orientalis"	3		7		3
1065	"Acridocarpus smeathmannii"	6		6		1
1066	"Acritochaete volkensii"	1		1		1
1067	"Acrocarpus fraxinifolius"	14		21		15
1068	"Acroceras amplectens"	5		5		2
1069	"Acroceras attenuatum"	4		4		2
1070	"Acroceras boivinii"	1		1		1
1071	"Acroceras calcicola"	1		1		1
1072	"Acroceras chaseae"	1		1		1
1073	"Acroceras diffusum"	1		1		1
1074	"Acroceras elegans"	1		1		1
1075	"Acroceras excavatum"	3		3		3
1076	"Acroceras fluminense"	1		1		1
1077	"Acroceras gabunense"	1		1		1
1078	"Acroceras ivohibense"	1		1		1
1079	"Acroceras macrum"	7		14		9
1080	"Acroceras munroanum"	1		1		1
1081	"Acroceras parvulum"	1		1		1
1082	"Acroceras tenuicaule"	1		1		1
1083	"Acroceras tonkinense"	1		1		1
1084	"Acroceras zizanioides"	8		8		4
1085	"Acroclinium roseum"	12	3	29	12	6
1086	"Acrocomia aculeata"	14	6	24	12	5
1087	"Acrocomia sclerocarpa"	7		7		1
1088	"Acrocomia sp"	9		13		2
1089	"Acrocomia vinifera"	7	1	20	6	7
1090	"Acrodon subulatus"	4		4		1
1091	"Acroglochin persicarioides"	1		1		1
1092	"Acronychia acidula"	10		11		7
1093	"Acronychia acronychioides"	3		3		3
1094	"Acronychia baeuerlenii"	8		8		6
1095	"Acronychia crassipetala"	10	3	17	10	9
1096	"Acronychia goniocarpa"	3		3		3
1097	"Acronychia haplophylla"	3		3		2
1098	"Acronychia heterophylla"	3	3	10	10	8
1099	"Acronychia imperforata"	12		14		9
1100	"Acronychia laevis"	12		12		5
1101	"Acronychia laurifolia"	14	14	42	42	8
1102	"Acronychia melicopoides"	3		3		3
1103	"Acronychia oblongifolia"	20		19		10
1104	"Acronychia octandra"	5		5		4
1105	"Acronychia oligophlebia"	3		3		3
1106	"Acronychia parviflora"	7		7		1
1107	"Acronychia pedunculata"	33	4	208	169	52
1108	"Acronychia porteri"	6	4	13	11	9
1109	"Acronychia pubescens"	8		8		6
1110	"Acronychia pullei"	3		3		3
1111	"Acronychia sp"	60	59	172	171	9
1112	"Acronychia suberosa"	8		8		6
1113	"Acronychia trifoliolata"	3		3		3
1114	"Acronychia vestita"	12		12		4
1115	"Acronychia wilcoxiana"	10	1	20	11	11
1116	"Acrophyllum australe"	12		13		7
1117	"Acroptilon repens"	91	2	237	8	66
1118	"Acrostichum aureum"	6		9		6
1119	"Acrotome fleckii"	8		12		2
1120	"Acrotome inflata"	9		13		3
1121	"Acrotome sp"	1	1	5	5	5
1122	"Acrotrema sp"					
1123	"Acrotriche aggregata"	22		21		10
1124	"Acrotriche divaricata"	19		17		8
1125	"Acrotriche leucocarpa"	4		6		3
1126	"Acrotriche rigida"	16	3	28	15	9
1127	"Acrotriche serrulata"	18		19		6
1128	"Acsmithia sp"					
1129	"Actaea alba"	3		3		1
1130	"Actaea asiatica"	8	6	25	23	9
1131	"Actaea pachypoda"	6	3	12	9	5
1132	"Actaea rubra"	13	3	25	9	13
1133	"Actaea spicata"	413	73	840	196	138
1134	"Actephila excelsa"	5		5		3
1135	"Actephila lindleyi"	16		19		12
1136	"Actinidia arguta"	34	9	228	140	76
1137	"Actinidia callosa"	8	1	7	3	6
1138	"Actinidia chinensis"	21		53		19
1139	"Actinidia deliciosa"	7	3	49	40	31
1140	"Actinidia kolomikta"	22	2	71	29	36
1141	"Actinidia latifolia"	6		3		3
1142	"Actinidia polygama"	14	1	40	3	18
1143	"Actinidia rufa"	5	1	24	3	23
1144	"Actinidia strigosa"	3		5		5
1145	"Actiniopteris dimorpha"	1		1		1
1146	"Actiniopteris pauciloba"	1		1		1
1147	"Actiniopteris radiata"	2		2		2
1148	"Actinobole uliginosum"	26	2	55	31	29
1149	"Actinocheita potentillifolia"	8		12		3
1150	"Actinocladum verticillatum"	1		1		1
1151	"Actinodaphne ambigua"	15	1	43	25	20
1152	"Actinodaphne angustifolia"	8	7	22	21	9
1153	"Actinodaphne borneensis"	4	2	18	16	8
1154	"Actinodaphne glabra"	6	4	13	11	9
1155	"Actinodaphne glomerata"	12	9	38	35	21
1156	"Actinodaphne hookeri"	3		3		2
1157	"Actinodaphne lancifolia"	7		7		6
1158	"Actinodaphne longifolia"	5		5		4
1159	"Actinodaphne macrophylla"	1		1		1
1160	"Actinodaphne maingayi"	2		2		2
1161	"Actinodaphne malaccensis"	2		2		2
1162	"Actinodaphne multiflora"	8	8	22	22	8
1163	"Actinodaphne obovata"	7	4	14	11	9
1164	"Actinodaphne omeiensis"	8		8		6
1165	"Actinodaphne procera"	6	4	13	11	9
1166	"Actinodaphne reticulata"	1		1		1
1167	"Actinodaphne sesquipedalis"	2		2		2
1168	"Actinodaphne sp"	16	16	44	44	8
1169	"Actinodaphne sphaerocarpa"	2		2		2
1170	"Actinokentia divaricata"	5		6		2
1171	"Actinolema macrolema"	9		17		3
1172	"Actinomeris alternifolia"	4		36		9
1173	"Actinostemon amazonicus"	2		2		2
1174	"Actinostemon communis"	1	1	5	5	5
1175	"Actinostemon concepcionis"	4	3	56	53	28
1176	"Actinostemon lanceolatus"	2		2		2
1177	"Actinostemon sp"	2		2		2
1178	"Actinostrobus acuminatus"	5	2	18	15	11
1179	"Actinostrobus arenarius"	9	2	45	36	23
1180	"Actinostrobus pyramidalis"	6	1	29	16	23
1181	"Actinostrobus sp"	1		1		1
1182	"Actinotus forsythii"	14		16		4
1183	"Actinotus gibbonsii"	21		19		6
1184	"Actinotus helianthi"	42	1	48	5	18
1185	"Actinotus minor"	44	3	62	15	19
1186	"Adansonia digitata"	36	5	324	268	57
1187	"Adansonia gregorii"	7		7		2
1188	"Adansonia rubrostipa"	13	2	44	25	19
1189	"Adansonia sp"	3	3	10	10	8
1190	"Adelia sp"	3	3	10	10	8
1191	"Adelia triloba"	58	35	525	502	29
1192	"Adelobotrys adscendens"	18	3	38	23	12
1193	"Adelobotrys boissieriana"	3		3		2
1194	"Adelobotrys macrantha"	1		1		1
1195	"Adelobotrys saxosa"					
1196	"Adelobotrys scandens"	6	1	12	7	10
1197	"Adelobotrys tessmannii"	2		2		2
1198	"Adelocaryum eoelestinum"	5		1		1
1199	"Adenandra fragrans"	9		9		3
1200	"Adenanthera abrosperma"	7		7		2
1201	"Adenanthera bicolor"	2		2		2
1202	"Adenanthera falcataria"	2		4		4
1203	"Adenanthera intermedia"	3		3		3
1204	"Adenanthera microsperma"	12		20		6
1205	"Adenanthera pavonina"	49	9	121	59	28
1206	"Adenanthera sp"	4	4	11	11	8
1207	"Adenanthera tamarindifolia"	2		2		2
1208	"Adenanthos cygnorum"	26	3	83	54	28
1209	"Adenaria floribunda"	12		14		6
1210	"Adenia cordifolia"	4	4	12	12	9
1211	"Adenia digitata"	13		13		5
1212	"Adenia dolichosiphon"	6		6		3
1213	"Adenia erecta"	7		7		4
1214	"Adenia fruticosa"	10		10		3
1215	"Adenia glauca"	8		8		4
1216	"Adenia goetzei"	8		8		4
1217	"Adenia gummifera"	13		17		5
1218	"Adenia hastata"	10		10		3
1219	"Adenia heterophylla"	4	4	11	11	8
1220	"Adenia karibaensis"	10		10		4
1221	"Adenia lanceolata"	14		14		3
1222	"Adenia macrophylla"	11	4	18	11	9
1223	"Adenia mossambicensis"	14		14		3
1224	"Adenia ovata"	7		7		4
1225	"Adenia panduriformis"	5		5		3
1226	"Adenia pechuelii"	1		1		1
1227	"Adenia repanda"	7		7		3
1228	"Adenia rumicifolia"	8		16		4
1229	"Adenia schliebenii"	6		6		3
1230	"Adenia sp"	15	15	43	43	8
1231	"Adenia spinosa"	9		9		4
1232	"Adenia stenodactyla"	15		15		3
1233	"Adenia stolzii"	5		5		3
1234	"Adenia stricta"	6		6		3
1235	"Adenia tuberifera"	7		7		3
1236	"Adenia volkensii"	9		9		5
1237	"Adenia zambesiensis"	15		15		3
1238	"Adenium honghel"	3		3		2
1239	"Adenium multiflorum"	12	1	26	9	10
1240	"Adenium oleifolium"	5		5		3
1241	"Adenium swazicum"	7		7		4
1242	"Adenocalymma apurense"	8		8		4
1243	"Adenocalymma arthropetiolatum"	5		5		4
1244	"Adenocalymma saulense"	6		6		1
1245	"Adenocalymna alliaceum"	2		4		4
